date,timestamp,trades,wins,losses,pnl,tp_hits,sl_hits,skipped_choppy,hourly_pnl
2026-03-06,2026-03-06 19:00:00,0,0,0,0.0,0,0,62,"{'08:00': 0.0, '09:00': 0.0, '10:00': 0.0, '11:00': 0.0, '12:00': 0.0, '13:00': 0.0, '14:00': 0.0, '15:00': 0.0, '16:00': 0.0, '17:00': 0.0, '18:00': 0.0, '19:00': 0.0, '20:00': 0.0, '21:00': 0.0, '22:00': 0.0, '23:00': 0.0}"
